PlayerID,FirstName,LastName,Height,Weight,Team,BirthDate
20002200,Javonte,Green,76,205,BOS,
20002233,Chris,Chiozza,71,176,BKN,1995-11-21T00:00:00
20002244,Ryan,Broekhoff,78,215,DAL,1990-08-23T00:00:00
20002254,Gabe,Vincent,75,200,MIA,
20002266,JA,Morant,75,174,MEM,
20002268,De'Andre,Hunter,79,225,ATL,
20002270,Darius,Garland,73,192,CLE,
20002271,Zion,Williamson,78,284,NO,
20002272,RJ,Barrett,78,214,NY,
20002273,Jarrett,Culver,78,195,MIN,
20002274,Jaxson,Hayes,83,220,NO,
20002275,Rui,Hachimura,80,230,WAS,
20002276,Cam,Reddish,80,218,ATL,
20002277,Romeo,Langford,76,216,BOS,
20002278,Grant,Williams,78,236,BOS,
20002279,PJ,Washington,79,230,CHA,
20002280,Coby,White,76,195,CHI,
20002281,Sekou,Doumbouya,80,230,DET,
20002282,Goga,Bitadze,83,250,IND,
20002283,Brandon,Clarke,80,215,MEM,
20002284,Tyler,Herro,77,195,MIA,
20002285,Nickeil,Alexander-Walker,77,205,NO,
20002286,Darius,Bazley,80,208,OKC,
20002288,Matisse,Thybulle,77,201,PHI,
20002289,Cameron,Johnson,80,210,PHO,
20002290,Luka,Samanic,82,227,SA,
20002291,Bol,Bol,86,220,DEN,
20002292,Nicolas,Claxton,83,215,BKN,
20002293,Carsen,Edwards,71,200,BOS,
20002294,Cody,Martin,77,205,CHA,
20002295,Kevin,Porter Jr.,76,203,CLE,
20002296,Dylan,Windler,78,196,CLE,
20002297,Isaiah,Roby,80,230,OKC,
20002299,Eric,Paschall,78,255,GS,
20002300,Jordan,Poole,76,194,GS,
20002301,Alen,Smailagic,82,215,GS,
20002302,Mfiondu,Kabengele,81,250,LAC,
20002303,Talen,Horton-Tucker,76,234,LAL,
20002304,Kz,Okpala,80,215,MIA,
20002306,Bruno,Fernando,81,240,ATL,
20002307,Ty,Jerome,77,195,PHO,
20002308,Nassir,Little,77,220,POR,
20002309,Keldon,Johnson,77,220,SA,
20002310,Justin,James,79,190,SAC,
20002311,Admiral,Schofield,77,241,WAS,
20002312,Terance,Mann,77,215,LAC,
20002313,Ignas,Brazdeikis,78,221,NY,
20002315,Tremont,Waters,70,175,BOS,
20002316,Jalen,McDaniels,82,205,CHA,
20002317,Jordan,Bone,75,180,DET,
20002318,John,Konchar,77,210,MEM,
20002319,Jaylen,Nowell,76,201,MIN,
20002320,Zylan,Cheatham,77,220,NO,
20002321,Marial,Shayok,77,198,PHI,
20002322,Jaylen,Hoard,80,216,POR,
20002323,Quinndary,Weatherspoon,75,205,SA,
20002324,Kyle,Guy,73,167,SAC,
20002326,Dewan,Hernandez,82,235,TOR,
20002327,Miye,Oni,77,206,UTA,
20002328,Justin,Wright-Foreman,72,190,UTA,
20002329,Daniel,Gafford,82,234,CHI,
20002330,Jarrell,Brantley,77,250,UTA,
20002332,Marques,Bolden,82,249,CLE,
20002333,Dean,Wade,81,228,CLE,
20002335,Brian,Bowen,78,190,IND,
20002336,Naz,Reid,81,264,MIN,
20002339,Luguentz,Dort,75,215,OKC,
20002340,Jalen,Lecque,76,185,PHO,
20002342,Tacko,Fall,89,311,BOS,
20002343,Max,Strus,77,215,CHI,
20002347,Josh,Reaves,76,214,DAL,
20002352,Moses,Brown,86,245,POR,
20002353,Chris,Clemons,69,180,HOU,
20002356,Oshae,Brissett,79,210,TOR,
20002359,Devontae,Cacok,80,240,LAL,
20002363,Kyle,Alexander,83,220,MIA,
20002365,Rayjon,Tucker,75,209,UTA,
20002374,Daquan,Jeffries,77,230,SAC,
20002378,Jared,Harper,71,175,PHO,
20002386,Amir,Coffey,79,210,LAC,
20002388,Jeremiah,Martin,74,185,BKN,
20002394,Louis,King,79,205,DET,
20002398,Tariq,Owens,82,205,PHO,
20002401,Chris,Silva,80,234,MIA,
20002406,Vic,Law,79,200,ORL,
20002415,Ky,Bowman,73,187,GS,
20002422,Juwan,Morgan,79,232,UTA,
20002425,William,Howard,80,207,HOU,
20002445,Eric,Mika,82,230,SAC,
20002454,Nicolo,Melli,81,236,NO,
20002455,Charlie,Brown Jr.,78,199,ATL,
20002457,Matt,Thomas,76,190,TOR,
20002458,Adam,Mokoka,77,190,CHI,
20002459,Vincent,Poirier,84,235,BOS,
20002465,Kenny,Wooten,81,225,NY,
20002490,Garrison,Mathews,77,215,WAS,
20002491,Caleb,Martin,77,205,CHA,
20002493,Terence,Davis,76,201,TOR,
20002495,Marko,Guduric,78,201,MEM,
20002497,Matt,Mooney,75,200,CLE,
